id,name,country
1112,mengxiangjian13,Sweden
1113,pschulam-attic,Sweden
1114,ZZJHONS,USA
1115,shekhargulati,Canada
1116,maluginp,Japan
1117,frwck,Russia
1118,ait390s1303mihai,Italy
1119,El-gitano,Russia
1120,akozumpl,Switzerland
1121,TylerU,UK
1122,hoangtn,France
1123,abhishekkrthakur,Switzerland
1124,montrehack,UK
1125,ludimation,Canada
1126,phallstrom,UK
1127,thmosqueiro,Portugal
1128,garyudeng,Sweden
1129,srush,Switzerland
1130,webnicz,Japan
1131,ThuCommix,UK
1132,crvanpollard,Switzerland
1133,cheroma21,Spain
1134,team-eureka,Japan
1135,dcarvajal7,Russia
1136,clhenrick,Switzerland
1137,RyanFu,Japan
1138,phpistorg,Switzerland
1139,bcnice20,Canada
1140,TeamLGOG,France
1141,lxc-xx,Switzerland
1142,andyyou,UK
1143,PsychoScientists,Canada
1144,tst-dkim,Switzerland
1145,apoclyps,France
1146,wnd-charm,Australia
1147,flamespinner,Japan
1148,nitmic,Belgium
1149,cogmaster-stats,Sweden
1150,ayezutov,Sweden
1151,fightingwindmills,USA
1152,socialsensor,Canada
1153,tann36,Portugal
1154,viewsonic-vsi,UK
1155,iamaddy,Sweden
1156,a-team,UK
1157,smathot,Australia
1158,ergoz,Canada
1159,Ultimaker,Canada
1160,deantares,Canada
1161,eloipuertas,France
1162,pcdavid,Australia
1163,ayyoobimani,Spain
1164,HongtaiLi,Canada
1165,arielwa,Germany
1166,scieloorg,Germany
1167,LocalPlay,Spain
1168,OpenThessaloniki,France
1169,exploiteers,Japan
1170,licode,UK
1171,KILLSERVERdotRU,Australia
1172,GameTechDev,Japan
1173,duskshade,Germany
1174,moizsyed,Russia
1175,cloudfoundry,Germany
1176,maldewar,Russia
1177,tpthmtcm,Japan
1178,kingfree,Italy
1179,wmateer,Belgium
1180,DAGr8,Germany
1181,leemcalilly,UK
1182,gelicia,Sweden
1183,m1el,Sweden
1184,gemhalo,Sweden
1185,alvinhochun,Switzerland
1186,ygmaster,Russia
1187,Pixelapse,France
1188,threader,Sweden
1189,sktjdgns1189,Switzerland
1190,dhowe,USA
1191,Redux,Sweden
1192,enigmagroup,USA
1193,toepi,Switzerland
1194,rickyahn0612,Canada
1195,JohnSchuster,Australia
1196,sergeyreznik,Switzerland
1197,rexstjohn,Italy
1198,ipython,Sweden
1199,henesy,Japan
1200,asams,Portugal
1201,omnirom,Switzerland
1202,jeanolima,Italy
1203,aerospike,Australia
1204,piskor,USA
1205,davidefiocco,Switzerland
1206,almalence,Spain
1207,pas,Canada
1208,u0078867,Spain
1209,mayankrastogi,France
1210,RobSpectre,Switzerland
1211,Bware-studios,USA
1212,XadillaX,USA
1213,griddy777,Canada
1214,portocac,Belgium
1215,unchartedsoftware,Canada
1216,jo1983,Australia
1217,comwizkid,USA
1218,walac,UK
1219,a85816841,UK
1220,solvingtheweb,France
1221,peimanamini,Switzerland
1222,elwinar,Australia
1223,adamjspooner,USA
1224,sparkiedk,Japan
1225,Appleseed,France
1226,radicalgraphics,USA
1227,BaseXdb,Germany
1228,guanlun,UK
1229,fgvzla,France
1230,kiddove,Sweden
1231,sealauren,Canada
1232,ranitz,Spain
1233,coq,Russia
1234,profLewis,Switzerland
1235,JulianMaldonado,UK
1236,richardfontana,Russia
1237,SantanderMetGroup,Canada
1238,HeliotropeArchitects,Japan
1239,evonfischer,Spain
1240,AresRobotic,Japan
1241,t-kelter,USA
1242,JFrogDev,Switzerland
1243,suguni,UK
1244,DaveRune,USA
1245,xxyxyz,Switzerland
1246,ggp-org,Belgium
1247,marioizquierdo,France
1248,brualves,UK
1249,hphp,Germany
1250,pharpend,France
1251,gondar,Canada
1252,audreyt,Germany
1253,fnievesc,Japan
1254,marcuswestin,USA
1255,shadowmaruz,Russia
1256,increpare,Switzerland
1257,stefjongkind,USA
1258,sunqueen,Belgium
1259,jalbertbowden,Switzerland
1260,KagasiraBunJee,Portugal
1261,sdadier,Belgium
1262,andresoviedo,Japan
1263,sillsdev,UK
1264,Francis0121,Spain
1265,paulmathews,Russia
1266,Meldanor,France
1267,LeeInJae,Sweden
1268,renannetto,Australia
1269,sexinfo,Portugal
1270,j-martin,Switzerland
1271,mbutterick,Switzerland
1272,chunqishi,France
1273,bjaysheel,France
1274,BretStateham,Switzerland
1275,aeChack,Russia
1276,TomVerkerk,Japan
1277,sasan-j,Switzerland
1278,museomix,Germany
1279,stuart-knock,USA
1280,sergioisidoro,Japan
1281,nylira,USA
1282,rzsombor,UK
1283,TaddyLab,UK
1284,GADIG,Russia
1285,AyooNisito,Russia
1286,stefan2904,France
1287,obashtovoj,Switzerland
1288,thedoers,Sweden
1289,Blizz991,France
1290,vantjnh1991,Spain
1291,viticm,UK
1292,wisefool769,Canada
1293,mcroteau,France
1294,qcri-social,Australia
1295,crazybilly,USA
1296,vrmanepalli,France
1297,xiaoweb,France
1298,ayafujiaya,Canada
1299,angular,France
1300,jayhack,France
1301,gyanranjan,Japan
1302,alienresident,Sweden
1303,sebastianbenz,Belgium
1304,GabriellaQiong,Switzerland
1305,algolia,Japan
1306,openstack-titanium-community,Germany
1307,dixonbruce,Italy
1308,bashi-bazouk,Canada
1309,thoughtbot,Sweden
1310,IEEEsbUMH,USA
1311,primitivorm,Australia
1312,tkayali,USA
1313,peplin,France
1314,tmortagne,France
1315,uwescience,Canada
1316,ryker7,Australia
1317,crunchypencil,Japan
1318,ikarth,Switzerland
1319,jpablobr,USA
1320,GeoKnow,Japan
1321,psychemedia,Switzerland
1322,Sym-Link,Canada
1323,lazydog616,Germany
1324,daandi,USA
1325,itnihao,Switzerland
1326,v-prasolenko,Canada
1327,lnickers2004,Russia
1328,PAC-ROM,Canada
1329,MartinJNash,Sweden
1330,jinhuang,Italy
1331,gpillusion,Canada
1332,hun7err,Japan
1333,nekobato,Canada
1334,KhronosGroup,Switzerland
1335,Purdue-ACM-SIGAPP,Australia
1336,msettles,Japan
1337,EMGD-Community,Japan
1338,hcilab-um,France
1339,AbiramiS,Switzerland
1340,thaibault,Italy
1341,ChrisOelmueller,Australia
1342,sor1n,France
1343,zhaber,France
1344,svenhofmann,Spain
1345,RainingChain,Russia
1346,ChrisMcKenzie,Germany
1347,brianla,Canada
1348,justusbrevik,Australia
1349,hhvm,France
1350,enriquegonzalez,Japan
1351,daviddrell,Japan
1352,skyhacker2,Canada
1353,MikhailLomibaoBasbas,Sweden
1354,OuiShare,Canada
1355,davetheflashguy,Japan
1356,hqinnus,Germany
1357,DarthYogurt,UK
1358,minillinim,UK
1359,huzheng001,USA
1360,dtg3,France
1361,deniskyashif,USA
1362,gpaumier,Sweden
1363,otech47,Japan
1364,fernandoguirao,France
1365,battmanz,Portugal
1366,ResleyR,Australia
1367,JPerreault,UK
1368,SuperNexus,Japan
1369,hisashin,Canada
1370,VioletHill,USA
1371,gastonstat,Canada
1372,field,USA
1373,vadimzalunin,USA
1374,archimatetool,UK
1375,iamaprotoss,Switzerland
1376,diafygi,Portugal
1377,xpessoles,Italy
1378,consortium,Switzerland
1379,purinda,Switzerland
1380,Noltari,Belgium
1381,SteveBarnegren,USA
1382,pevargas,Spain
1383,eclipse,France
1384,visy,Spain
1385,cclib,Italy
1386,ideum,Switzerland
1387,PistonDevelopers,Russia
1388,joeybronner,Spain
1389,ac0ra,USA
1390,saibandla,Canada
1391,GuyKh,Germany
1392,nihil-momenti,Switzerland
1393,JPABRAHAM,France
1394,calo81,Germany
1395,GennrichJ,Switzerland
1396,joewing,Australia
1397,BildungBegabung,Switzerland
1398,mosaiceye,Japan
1399,mbruning24,UK
1400,abelew,Switzerland
1401,sebastienjouhans,Australia
1402,mecampbellsoup,Japan
1403,RoboJackets,Portugal
1404,tfrce,Germany
1405,liquidzym,Germany
1406,mhoaglund,France
1407,akeshet,USA
1408,pip010,Spain
1409,pwmorgan,Canada
1410,hainc08,Canada
1411,pmisinsk,Spain
1412,cpjobling,Germany
1413,openembedded,Sweden
1414,codice-archives,France
1415,terotic,France
1416,jdubzisfaded,Japan
1417,happsky,France
1418,micheloosterhof,Australia
1419,ulmo-dev,USA
1420,rolandsmeenk,Switzerland
1421,wontonst,Germany
1422,namesco,Japan
1423,CommitAnalyzingService,Canada
1424,PNHilfinger,Sweden
1425,BuzzBumbleBee,Germany
1426,bf4,Canada
1427,yezhuen,France
1428,stephenfeather,USA
1429,WSCU,Australia
1430,whateverwhouare,Switzerland
1431,storagebot,Russia
1432,martindevans,France
1433,QWRAP,Russia
1434,fsprojects,Switzerland
1435,venicers,Russia
1436,TheGazette,UK
1437,MakeSchool,Germany
1438,zyxstar,UK
1439,lewisking,Russia
1440,moonlight-stream,Russia
1441,brownplt,USA
1442,marchtea,Switzerland
1443,bwapi,Germany
1444,ansebovi,Japan
1445,Adam23,France
1446,yibojiang,Switzerland
1447,kaldaris,USA
1448,josephrmoore,Germany
1449,kgp700,USA
1450,alexliubj,Russia
1451,sanskrit-lexicon,USA
1452,ruby,Switzerland
1453,highco,Australia
1454,sengottuvel,UK
1455,vikasnagpal,UK
1456,4movement,UK
1457,kefir500,Switzerland
1458,aurelien-defossez,USA
1459,XChain,Sweden
1460,fmi,Switzerland
1461,tiagogoncalves,Australia
1462,xenonsin,Australia
1463,alexed1,France
1464,changhw01,UK
1465,story645,Switzerland
1466,rdocking,Japan
1467,davidMcneil,France
1468,helmut-jacob,France
1469,mfornero,France
1470,xcaliburinhand,France
1471,cloudbring,Canada
1472,CatalinaSalesforce,Sweden
1473,gurustump,Germany
1474,apritzel,Australia
1475,StevenHickson,Japan
1476,datalogics-bhaugen,Australia
1477,giorgio130,UK
1478,ArmanJakupovic,France
1479,sergiuniculescu,France
1480,mauricio,Germany
1481,HelllGuest,Switzerland
1482,penk,Australia
1483,jroelofs,Italy
1484,fefifofum,Japan
1485,derv82,Belgium
1486,jrusev,Japan
1487,CUAHSI,Japan
1488,roalex,France
1489,Pirate-Parties-International,Canada
1490,CyanogenMod,Switzerland
1491,dwendelen,France
1492,lokivog,UK
1493,barthez,USA
1494,jacobdufault,France
1495,benb116,Switzerland
1496,LiquidEdgeStudios,France
1497,Scorpio92,Russia
1498,owntracks,Switzerland
1499,hmwalls,Russia
1500,mitll,Canada
1501,Lambda89,UK
1502,catjsteam,USA
1503,thirdzcee,Switzerland
1504,vrcsix,Canada
1505,edmeehan,UK
1506,wintergolem,Sweden
1507,jonah-taylor,Australia
1508,senyzspalding,Japan
1509,AWMC,Japan
1510,wso2-attic,Spain
1511,herman-rogers,Switzerland
1512,jingcai,USA
1513,kenhoff,Germany
1514,GaryPeach,Spain
1515,crosslife,Germany
1516,jiminsong,Canada
1517,ODiogoSilva,Japan
1518,getitnowmarketing,Sweden
1519,capstone-ua-redepsilon,UK
1520,Bomani,Canada
1521,lc1915,Canada
1522,Wedontplay,USA
1523,Genuitec,Sweden
1524,ljc2154,France
1525,McDrak,Australia
1526,android-on-pre,France
1527,gridgain,UK
1528,liaohuqiu,France
1529,gusgol,France
1530,tklee1975,Japan
1531,ajschumacher,Japan
1532,jbowens,Russia
1533,cognitronic,Switzerland
1534,astevens,Portugal
1535,ndd314,Canada
1536,harvard-library,Italy
1537,ivadla,Portugal
1538,pwntester,UK
1539,bestmjh47,UK
1540,rachelice,USA
1541,hholzgra,UK
1542,Tatoeba,Germany
1543,fscz,Portugal
1544,fengzeyan,Switzerland
1545,maylme,Sweden
1546,delorenj,UK
1547,clemsyn,Japan
1548,rikh42,Japan
1549,yvesmedhard,Canada
1550,cms11733,Switzerland
1551,levexis,Russia
1552,openfl,Japan
1553,issei-nagase,Canada
1554,mcverter,Canada
1555,tranvictor,Russia
1556,tianbaoxing,Spain
1557,jonccassar,Canada
1558,codeformuenster,Spain
1559,rjacoby,Switzerland
1560,dradis,Portugal
1561,akale,Germany
1562,akhera,UK
1563,tylfin,Portugal
1564,map-communities,Germany
1565,rob2d,Belgium
1566,noguchi999,Japan
1567,Jauler,Canada
1568,dheera,USA
1569,agjacome,Switzerland
1570,huika,Canada
1571,oscarlevin,Germany
1572,OSSystems,USA
1573,M1ISI,Japan
1574,Ryeeeeee,France
1575,xxd3vin,Australia
1576,KSP-KOS,USA
1577,Bandits789,USA
1578,Riverside-City-College-Computer-Science,Japan
1579,bj-,Spain
1580,SlimRoms,Switzerland
1581,gaurav,Canada
1582,cmenard,Russia
1583,carbomap,Canada
1584,waTeim,Russia
1585,chaotictoejam,Japan
1586,DMarroquin94,Canada
1587,mattsmith,Portugal
1588,coolbho3k,USA
1589,JeffHoogland,Belgium
1590,JarvistheJellyFish,Russia
1591,jackrmcdermott,France
1592,widz4rd,USA
1593,michaelaye,Japan
1594,ElGamacy,USA
1595,davisford,Italy
1596,eu-emi,France
1597,lukec,Russia
1598,kodeklubben,Russia
1599,LeeDroid-,Switzerland
1600,pennatil,UK
1601,CunningLogic,UK
1602,HAKASHUN,France
1603,josschne,Sweden
1604,aacharya-cs,Australia
1605,mabrauer,Switzerland
1606,ECOS2014,Sweden
1607,huoyao,Italy
1608,meesokim,Canada
1609,jonypx09,Canada
1610,fbjssdk,Canada
1611,cblair,UK
1612,AmailP,France
1613,oddhill,Japan
1614,nbetcher,Germany
1615,bouletmarc,USA
1616,labattbatman,UK
1617,pperboires,UK
1618,JabRef,Italy
1619,LorDClockaN,Australia
1620,BrandyMint,France
1621,m-wells,Canada
1622,rick4470,USA
1623,vidoardes,Switzerland
1624,llohellohe,Canada
1625,caasi,USA
1626,romanchyla,Russia
1627,thesli,France
1628,perezpaya,France
1629,rogerwang,Russia
1630,benpye,Japan
1631,prettywolf,Portugal
1632,reinhrst,France
1633,HullUni-bioinformatics,Canada
1634,cesc11sm,USA
1635,jiadongwang,Japan
1636,Qder,France
1637,octalmage,Russia
1638,C498,Australia
1639,Laurent-Pannetier,Japan
1640,iamcxa,Germany
1641,itgsod-tobias-bohman,Canada
1642,scorelab,Japan
1643,corbett,Canada
1644,apagos3752,Sweden
1645,wuxiang,UK
1646,sprinkler,France
1647,richardtrip,Switzerland
1648,irajgreenberg,France
1649,cvdlab-alumni,Australia
1650,futurice,Switzerland
1651,ezubaric,Switzerland
1652,bigfatbrowncat,UK
1653,mimah,Spain
1654,sposs,Canada
1655,web-notification,France
1656,jaypmorgan,Italy
1657,Smile-SA,UK
1658,omega-roms,France
1659,slayher,Belgium
1660,lightsofapollo,USA
1661,andrewseago,Switzerland
1662,BrightSet,Japan
1663,zmyaro,Switzerland
1664,bitstadium,Germany
1665,evenwu,Portugal
1666,kangsu,Russia
1667,zivl,UK
1668,obviousjim,Portugal
1669,madamsmall,UK
1670,caofan,Italy
1671,radioprop,Belgium
1672,800020,Belgium
1673,OWLeeMod,Italy
1674,alvarmaciel,Canada
1675,colah,Italy
1676,hukewei,Australia
1677,DeliveryPLANET,Germany
1678,arnabkd,Belgium
1679,satabin,Switzerland
1680,ottbot,UK
1681,mike809,USA
1682,tpryan,Switzerland
1683,learning-layers,Germany
1684,TeamKarbonOfficial,Portugal
1685,franl,Sweden
1686,benhjames,Australia
1687,hfjn,USA
1688,cpinan,France
1689,grantdelozier,France
1690,WaterStudio,Switzerland
1691,alxlit,Russia
1692,cltk,Canada
1693,jackywjj,France
1694,hyperreal,Canada
1695,lhsbikeshed,Russia
1696,fcgmedia,Japan
1697,danoneata,UK
1698,h8rift,Switzerland
1699,thicklizard,Switzerland
1700,ymko13,Spain
1701,gbugaisky,Japan
1702,theofpa,Sweden
1703,datadave,Germany
1704,ezpaarse-project,Germany
1705,mabre,Australia
1706,m-labs,Germany
1707,DmytroMindra,Canada
1708,khwang,UK
1709,VikParuchuri,Germany
1710,Micronet-Ltd,Canada
1711,craigambrose,Russia
1712,commy0714,Switzerland
1713,kawtakwar,Switzerland
1714,geekbing,Japan
1715,dipanjanS,Portugal
1716,LSMetag,Italy
1717,tmarrinan,Canada
1718,Keixbran,Italy
1719,leshgancomp,Japan
1720,jsdc2014,USA
1721,AsteroidProspector,Portugal
1722,MadDataScience,Sweden
1723,sshalhou,France
1724,pedrovgs,Italy
1725,jitinratra,Switzerland
1726,milannic,USA
1727,pdiegmann,USA
1728,sleshepic,Japan
1729,sgoeschl,Sweden
1730,moneymanagerex,France
1731,oops-kernel-org,Sweden
1732,yashaswi-reddy,France
1733,PinellasOperaLeague,France
1734,brendancboyle,France
1735,sebleedelisle,Switzerland
1736,weberdls,Switzerland
1737,openMF,Sweden
1738,jordanbyron,UK
1739,davidbfrogman,USA
1740,smallk,Canada
1741,grdlok,UK
1742,h-yako,France
1743,raytrace,USA
1744,lyrgard,Japan
1745,samth,Germany
1746,jacsy,Belgium
1747,AOSP-S4-KK,USA
1748,rosslyn,USA
1749,leaflet757,UK
1750,techgeek1019,Switzerland
1751,jaythaceo,Japan
1752,pudis1977,Germany
1753,njpaz,USA
1754,iswdp,Australia
1755,appcelerator,France
1756,Ccantey,Russia
1757,NQNStudios,Switzerland
1758,brandnew99,USA
1759,reprogrammer,Canada
1760,joschkarick,Spain
1761,ramonjd,Australia
1762,faizanrashid,Australia
1763,fmtoffolo,Germany
1764,jmckinnell,USA
1765,gabri3l3onardo,Spain
1766,SHUNDAN,Japan
1767,loufq,Canada
1768,wargio,Japan
1769,Zimbra-Community,Sweden
1770,hanbang-wang,Germany
1771,sixohtew,Spain
1772,Juniper,UK
1773,liemvu,Canada
1774,hatboysam,Italy
1775,marcoscirea,Japan
1776,SonarSystems,Australia
1777,gabi493,Canada
1778,renatofilho,UK
1779,snak3ater,Canada
1780,rmhall,Switzerland
1781,blakecrosby,USA
1782,typicalTYLER,France
1783,jorgeatgu,Japan
1784,codefordc,Sweden
1785,isa-group,Russia
1786,paul-h,Canada
1787,TIBCOSoftware,Portugal
1788,sdobek,USA
1789,chosensolutions,France
1790,Julianobsg,Sweden
1791,lpfgarcia,Canada
1792,Calabraun,France
1793,ckan,Germany
1794,hcsoft,Sweden
1795,sangjung,Germany
1796,jp43,Germany
1797,diginatu,Spain
1798,suryaharshan1,Japan
1799,smasry,UK
1800,cheerzzh,Sweden
1801,andyhobby,France
1802,SMiLETraceability,UK
1803,mikenichols,UK
1804,MattDahEpic,UK
1805,MultiverseMiner,Spain
1806,webmproject,Sweden
1807,oslcixug,France
1808,kankedong,Russia
1809,rubeus90,USA
1810,oldlis,UK
1811,greenromproj,Australia
1812,builddoctor,Russia
1813,heyjoec,France
1814,VanHElsing,Japan
1815,SummerFields,Japan
1816,Vladzimir,Germany
1817,victronenergy,Japan
1818,MediaBrowser,Switzerland
1819,peterburk,Italy
1820,HackNC,Switzerland
1821,samuelsmichael,France
1822,kuboosoft,USA
1823,johnmcconnell,Russia
1824,FernandaBernardo,Belgium
1825,OpenTouryoProject,Portugal
1826,irontec,UK
1827,kalixia,Switzerland
1828,yashasvigirdhar,USA
1829,tugcemoral,UK
1830,ravindar,Sweden
1831,trec-web,Switzerland
1832,jitsi,Canada
1833,ltk,Japan
1834,KylinOLAP,UK
1835,seunghwanyoo,Belgium
1836,rbakx,Sweden
1837,seven332,Sweden
1838,ScreenWerk,Sweden
1839,jtmengel,Switzerland
1840,DanielAdeniji,Switzerland
1841,YarThePirate,Australia
1842,acgessler,Switzerland
1843,vromanki,Switzerland
1844,arsawyer,Italy
1845,altGrey,Belgium
1846,jetsanix,France
1847,rackerlabs,Australia
1848,H-uru,Sweden
1849,zhuxiong,USA
1850,klquicksall,Russia
1851,korykappel,UK
1852,TwinsOfTech,Sweden
1853,Circular-Studios,Sweden
1854,joncampbell123,Russia
1855,onpon4,Belgium
1856,robertramey,Germany
1857,faux123,USA
1858,kyorosuke,France
1859,JesterXL,Australia
1860,Webee-IOT,Sweden
1861,project-voodoo-epic4g,Australia
1862,defold,USA
1863,rxkt,Japan
1864,Agana,UK
1865,n8fr8,Canada
1866,gs1oliot,Switzerland
1867,ukoethe,Spain
1868,kacso,UK
1869,suiwenfeng,Canada
1870,ateliee,Canada
1871,Xapitoun,USA
1872,practicalweb,UK
1873,smartrevolution,Switzerland
1874,jovo,France
1875,saintandy,France
1876,FabianFriedrich,Germany
1877,bugengine,Italy
1878,StudioMaras,Spain
1879,adasm,USA
1880,globocom,Germany
1881,jbkunst,Belgium
1882,bullfrognz,UK
1883,jeffreychien,Sweden
1884,PixelRetroGames-org,Australia
1885,koxda,Sweden
1886,dmik,Sweden
1887,aeheathc,USA
1888,Meoqan,Canada
1889,DragonLegend,Sweden
1890,yoshiomori,Sweden
1891,Evervolv,UK
1892,razvanilin,Germany
1893,jinutm,Australia
1894,kourindoupota,UK
1895,qMathey,UK
1896,priyankalakhe,France
1897,solodon4,Switzerland
1898,lukasschwab,Sweden
1899,oursland,Switzerland
1900,CoenMeijer,Italy
1901,XianB,Canada
1902,ezchen,Sweden
1903,vzvenyach,Japan
1904,tegrak,UK
1905,jamesmontemagno,France
1906,DrMothra,Japan
1907,nick11roberts,France
1908,peteranny,Japan
1909,brunotreiguts,Canada
1910,CyberGrandChallenge,Belgium
1911,MicroPasts,Spain
1912,bbatarelo,UK
1913,TinyHTPC,Russia
1914,despotovski01,Switzerland
1915,AgileStyleInc,UK
1916,WOCHStudios,Switzerland
1917,DynamicDevices,USA
1918,yousra-javed,Australia
1919,martinschaef,Switzerland
1920,hypercloud,France
1921,sikanrong,Australia
1922,toiiggww,Spain
1923,frolad,Russia
1924,frangucc,France
1925,malek0512,Canada
1926,richysix,Portugal
1927,wouterbeek,Canada
1928,dotnetfringe,Russia
1929,hulu,Russia
1930,jmcclell44,Australia
1931,karelp,Germany
1932,josswinn,Japan
1933,sumghai,Russia
1934,DataAnalyticsinStudentHands,France
1935,fduque,Switzerland
1936,sirselim,Germany
1937,rkon,Canada
1938,cymcsg,Germany
1939,Jaus,Russia
1940,opentripplanner,Australia
1941,poiesisconsulting,France
1942,maureenlinke,Switzerland
1943,MoKee,USA
1944,sardjv,Italy
1945,pixelhumain,USA
1946,DIYUniversalcontroller,Japan
1947,danielgulloa,USA
1948,asetniop,Canada
1949,sebastianbarfort,Japan
1950,shohei,France
1951,MadRocker,Spain
1952,kedzie,Switzerland
1953,philleonard,Japan
1954,1048046563,Switzerland
1955,chris41g,Australia
1956,gloomycellar,Switzerland
1957,avkojwer1,Switzerland
1958,laod,USA
1959,joelburget,France
1960,MegaBits,Japan
1961,Sixcurses,Australia
1962,mda-ut,Portugal
1963,KingRaptor,Belgium
1964,jakobgrannas,France
1965,ArtemGrishanov,Sweden
1966,Factor-X,Portugal
1967,becassin,France
1968,jdkernel,Russia
1969,CodeArtha,UK
1970,enonic,Belgium
1971,imeredith,Russia
1972,marcelfarres,Belgium
1973,SoupeauCaillou,Italy
1974,mariosio,Russia
1975,rmannella,UK
1976,fcecagno,UK
1977,cemagg,Canada
1978,rocksclusters-attic,UK
1979,Entropy512,Canada
1980,forkjoseph,Russia
1981,meyskld,Italy
1982,AKSW,Japan
1983,Synopticum,Canada
1984,mccloudaero,Russia
1985,jwyw88,Australia
1986,Talend,Italy
1987,gpreunin,Japan
1988,benmack,USA
1989,swawa,France
1990,GamaLabs,Sweden
1991,pavandubba,USA
1992,abrageddon,Japan
1993,marionleborgne,Canada
1994,chromabox,Japan
1995,aspiers,Russia
1996,chalk-xx,Russia
1997,epcim,UK
1998,shearer12345,France
1999,diethardsteiner,Germany
2000,opencomputeproject,France
2001,dstar4138,USA
2002,gunnicom,Russia
2003,netarchy,Japan
2004,kmobs,USA
2005,GNOME,Switzerland
2006,imasahiro,UK
2007,tenfar,UK
2008,TacOS-team,USA
2009,tommyettinger,Japan
2010,bradyz,Canada
2011,SubjectRaw,USA
2012,sdlylshl,Germany
2013,nicejeremy,Sweden
2014,sirpam,UK
2015,commiebstrd,Sweden
2016,summer1278,Canada
2017,juanprietob,USA
2018,protonet,Canada
2019,TylerL-uxai,UK
2020,ielijose,Belgium
2021,RomanKharin,Germany
2022,gourdon,Switzerland
2023,DarkSlayerz,France
2024,KCL-Planning,Japan
2025,stedolan,UK
2026,ffissore,Japan
2027,virtuous,UK
2028,fkfk,Australia
2029,ExCiteS,USA
2030,ecrips,UK
2031,luohanwen,Japan
2032,the1sky,Portugal
2033,hxquangnhat,Belgium
2034,Domocracy,UK
2035,etal,Sweden
2036,sherlockcoin,USA
2037,HajkD,Japan
2038,lightszero,USA
2039,chinaberlin,Switzerland
2040,calimacaco,USA
2041,baohaojun,USA
2042,k9an,France
2043,jmadin,USA
2044,bagnz0r,USA
2045,sumangiri,Russia
2046,eswick,Sweden
2047,comaple,Canada
2048,neshmonin,Sweden
2049,DingSoung,Australia
2050,thiagohersan,USA
